"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-07-11T23:41:29Z"
"Version","20230711234129"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability","From Region Code","Overhead","Region Code","serviceName","To Region Code"
"GRMX7KKGXZWXWYA7","JRTCKXETXF","GRMX7KKGXZWXWYA7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 PUT, COPY, POST, or LIST requests","2023-07-01","0","Inf","Requests","0.0000050000","USD","API Request","AmazonS3","EU (Stockholm)","AWS Region",,,,,,"S3-API-Tier1","PUT/COPY/POST or LIST requests",,,,,,"EUN1-Requests-Tier1","",,,,"eu-north-1","Amazon Simple Storage Service",
"GRWU25NUZJW2JDRU","JRTCKXETXF","GRWU25NUZJW2JDRU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0092 per GB - Standard Select Data Scanned Bytes","2023-07-01","0","Inf","GB","0.0092000000","USD","Fee","AmazonS3","Asia Pacific (Tokyo)","AWS Region",,,,"S3-Standard-Select-Scanned","Fee for Select Data Scanned using Standard tier",,,,,,,,"APN1-Std-Select-Scanned-Bytes","",,,,"ap-northeast-1","Amazon Simple Storage Service",
"GS2BJU778HETQEY5","JRTCKXETXF","GS2BJU778HETQEY5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Hyderabad) Data Transfer for Replication Time Control to Asia Pacific (Hyderabad)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Inbound","Asia Pacific (Hyderabad)","AWS Region","Asia Pacific (Hyderabad)","AWS Region","APS5-APS5-S3RTC-In-Bytes","",,"ap-south-2",,,"Amazon Simple Storage Service","ap-south-2"
"GSB8RVNCRW2UYP9R","JRTCKXETXF","GSB8RVNCRW2UYP9R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Frankfurt) InterRegion Inbound Base Data Transfer for MRAP to Canada (Central)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Canada (Central)","AWS Region","CAN1-EUC1-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-central-1",,,"Amazon Simple Storage Service","ca-central-1"
"GSFQDH22NH2VA54C","JRTCKXETXF","GSFQDH22NH2VA54C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB-Month prorated for objects deleted or overwritten before 90 days in Glacier Instant Retrieval","2023-07-01","0","Inf","GB-Mo","0.0050000000","USD",,"AmazonS3","EU (Milan)","AWS Region",,,,"S3:EarlyDelete-GIR","Pro-rated fee for objects deleted before 90 days in Glacier Instant Retrieval volume",,,,,,,,"EUS1-EarlyDelete-GIR","",,,,"eu-south-1","Amazon Simple Storage Service",
"GSMSKAYC68KN4NJA","JRTCKXETXF","GSMSKAYC68KN4NJA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Europe (Zurich) Data Transfer for Replication Time Control to Canada (Central)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Europe (Zurich)","AWS Region","Canada (Central)","AWS Region","CAN1-EUC2-S3RTC-In-Bytes","",,"eu-central-2",,,"Amazon Simple Storage Service","ca-central-1"
"GSR4VUW95PSS67BV","JRTCKXETXF","GSR4VUW95PSS67BV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Australia (Sydney) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Seoul)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Seoul)","AWS Region","APN2-APS2-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-southeast-2",,,"Amazon Simple Storage Service","ap-northeast-2"
"GTDX3RCKC9SUWQ26","JRTCKXETXF","GTDX3RCKC9SUWQ26.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.016 per GB-Month prorated for small objects deleted or overwritten before 30 days in One Zone-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0160000000","USD","Fee","AmazonS3","AWS GovCloud (US-East)","AWS Region",,,,"S3:EarlyDelete-ZIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in One Zone-Infrequent Access volume",,,,,,,,"UGE1-EarlyDelete-ZIA-SmObjects","",,,,"us-gov-east-1","Amazon Simple Storage Service",
"GTMJH9QXP8MAQM6X","JRTCKXETXF","GTMJH9QXP8MAQM6X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Tokyo) Data Transfer for Replication Time Control to US West (N. California)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","US West (N. California)","AWS Region","APN1-USW1-S3RTC-Out-Bytes","",,"ap-northeast-1",,,"Amazon Simple Storage Service","us-west-1"
"GTRMBGQMFH4573X7","JRTCKXETXF","GTRMBGQMFH4573X7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (London) Data Transfer for Replication Time Control to Asia Pacific (Seoul)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (London)","AWS Region","Asia Pacific (Seoul)","AWS Region","APN2-EUW2-S3RTC-In-Bytes","",,"eu-west-2",,,"Amazon Simple Storage Service","ap-northeast-2"
"GTYR6TRW8N75N2MV","JRTCKXETXF","GTYR6TRW8N75N2MV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per 1,000 CompleteMultipartUpload for Replication Time Control to Glacier","2023-07-01","0","Inf","Requests","0.0000360000","USD",,"AmazonS3","Asia Pacific (Hong Kong)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CompleteMultipartUpload for Replication Time Control to Glacier",,,,,,"APE1-Requests-GLACIER-Tier1","CompleteMultipartUploadReplTime",,,,"ap-east-1","Amazon Simple Storage Service",
"GU7382QRXX65HCKZ","JRTCKXETXF","GU7382QRXX65HCKZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB-Month prorated for objects deleted or overwritten before 90 days in Glacier Instant Retrieval","2023-07-01","0","Inf","GB-Mo","0.0050000000","USD",,"AmazonS3","US West (N. California)","AWS Region",,,,"S3:EarlyDelete-GIR","Pro-rated fee for objects deleted before 90 days in Glacier Instant Retrieval volume",,,,,,,,"USW1-EarlyDelete-GIR","",,,,"us-west-1","Amazon Simple Storage Service",
"GU8GK2F7TAFEBFHN","JRTCKXETXF","GU8GK2F7TAFEBFHN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Osaka)","AWS Region","APN3-APS3-S3RTC-In-Bytes","",,"ap-south-1",,,"Amazon Simple Storage Service","ap-northeast-3"
"GUBXVHZ7TPESQ8UA","JRTCKXETXF","GUBXVHZ7TPESQ8UA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per 1,000 CompleteMultipartUpload for Replication to Glacier","2023-07-01","0","Inf","Requests","0.0000360000","USD",,"AmazonS3","Asia Pacific (Melbourne)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CompleteMultipartUpload for Replication to Glacier",,,,,,"APS6-Requests-GLACIER-Tier1","CompleteMultipartUploadForRepl",,,,"ap-southeast-4","Amazon Simple Storage Service",
"GUJ68KQYX3YTK27P","JRTCKXETXF","GUJ68KQYX3YTK27P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 10,000 GET and all other requests  to One Zone-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000010000","USD","API Request","AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,,,"S3-API-ZIA-Tier2","GET and all other requests to One Zone-Infrequent Access",,,,,,"APN3-Requests-ZIA-Tier2","",,,,"ap-northeast-3","Amazon Simple Storage Service",
"GUMC8WQJ7Z58NW8T","JRTCKXETXF","GUMC8WQJ7Z58NW8T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month of storage used in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Storage","AmazonS3","Asia Pacific (Sydney)","AWS Region","99.9%","Infrequent Access","Standard - Infrequent Access",,,,,,,,,,"APS2-TimedStorage-SIA-ByteHrs","","99.999999999%",,,"ap-southeast-2","Amazon Simple Storage Service",
"GUPWGYH44AQ5JFDK","JRTCKXETXF","GUPWGYH44AQ5JFDK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Jakarta) Data Transfer for Replication Time Control to Europe (Spain)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Jakarta)","AWS Region","Europe (Spain)","AWS Region","APS4-EUS2-S3RTC-In-Bytes","",,"ap-southeast-3",,,"Amazon Simple Storage Service","eu-south-2"
"GUUGDA6YMZW59B9B","JRTCKXETXF","GUUGDA6YMZW59B9B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Milan) Data Transfer for Replication Time Control to Asia Pacific (Hyderabad)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Milan)","AWS Region","Asia Pacific (Hyderabad)","AWS Region","APS5-EUS1-S3RTC-In-Bytes","",,"eu-south-1",,,"Amazon Simple Storage Service","ap-south-2"
"GUV78RHPEQVUAFFV","JRTCKXETXF","GUV78RHPEQVUAFFV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0007 per GB - for bytes returned by S3 Select in Standard","2023-07-01","0","Inf","GB","0.0007000000","USD","API Request","AmazonS3","EU (Stockholm)","AWS Region",,,,,,"S3-API-Select-Returned","Data Returned by S3 Select in Standard",,,,,,"EUN1-Select-Returned-Bytes","",,,,"eu-north-1","Amazon Simple Storage Service",
"GUWFTR764CDKZSPH","JRTCKXETXF","GUWFTR764CDKZSPH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Seoul) InterRegion Inbound Base Data Transfer for MRAP to EU (London)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","EU (London)","AWS Region","EUW2-APN2-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-northeast-2",,,"Amazon Simple Storage Service","eu-west-2"
"GV4UH3C2SAN3EC98","JRTCKXETXF","GV4UH3C2SAN3EC98.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0025 per 1 million objects listed in S3 Inventory","2023-07-01","0","Inf","Objects","0.0000000025","USD","Fee","AmazonS3","US East (N. Virginia)","AWS Region",,,,"S3-Inventory-ObjectsListed","Per object fee for objects listed in an Inventory",,,,,,,,"Inventory-ObjectsListed","",,,,"us-east-1","Amazon Simple Storage Service",
"GV7UDT5V3GWBP3PV","JRTCKXETXF","GV7UDT5V3GWBP3PV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for S3-DT-InterRegion Inbound","2023-07-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonS3",,,,,,,,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","Amazon CloudFront","AWS Edge Location","SAE1-CloudFront-In-Bytes","",,"sa-east-1",,,"Amazon Simple Storage Service",""
"GVB658HJ6N8D7D7D","JRTCKXETXF","GVB658HJ6N8D7D7D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB Bulk retrieval fee from Glacier Deep Archive in Canada (Central)","2023-07-01","0","Inf","GB","0.0050000000","USD",,"AmazonS3","Canada (Central)","AWS Region",,,,"S3-Bulk-Retrieval","Fee for Bulk Retrieval of data stored from Glacier Deep Archive",,,,,,,,"CAN1-Bulk-Retrieval-Bytes","DeepArchiveRestoreObject",,,,"ca-central-1","Amazon Simple Storage Service",
"GVBGBB7YT8H9QZSH","JRTCKXETXF","GVBGBB7YT8H9QZSH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Middle East (UAE) Data Transfer for Replication Time Control to Middle East (UAE)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Middle East (UAE)","AWS Region","Middle East (UAE)","AWS Region","MEC1-MEC1-S3RTC-Out-Bytes","",,"me-central-1",,,"Amazon Simple Storage Service","me-central-1"
"GVSWDTVN9WUNNHNF","JRTCKXETXF","GVSWDTVN9WUNNHNF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Fee","AmazonS3","Asia Pacific (Jakarta)","AWS Region",,,,"S3:EarlyDelete-SIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"APS4-EarlyDelete-SIA-SmObjects","",,,,"ap-southeast-3","Amazon Simple Storage Service",
"GVSY789SUJGJK9VN","JRTCKXETXF","GVSY789SUJGJK9VN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06 per GB - India-Asia Pacific Data Transfer for Multi Region Access Points to Middle East","2023-07-01","0","Inf","GB","0.0600000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","IN","AWS Region","ME","AWS Region","IN-ME-MRAP-In-Bytes","",,"",,,"Amazon Simple Storage Service",""
"GVTQ8ME8NF9BCT2G","JRTCKXETXF","GVTQ8ME8NF9BCT2G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Africa (Cape Town)","AWS Region","EU (Frankfurt)","AWS Region","AFS1-EUC1-S3RTC-Out-Bytes","",,"af-south-1",,,"Amazon Simple Storage Service","eu-central-1"
"GVVWZ4SEAV36SVUE","JRTCKXETXF","GVVWZ4SEAV36SVUE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) Data Transfer for Replication Time Control to Middle East (Bahrain)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","Middle East (Bahrain)","AWS Region","MES1-USW2-S3RTC-In-Bytes","",,"us-west-2",,,"Amazon Simple Storage Service","me-south-1"
"GW39YVR5T4GYUZ3N","JRTCKXETXF","GW39YVR5T4GYUZ3N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:INTDAAObjectOverhead in Asia Pacific (Sydney)","2023-07-01","0","Inf","Gigabyte Month","0.0020000000","USD","Storage","AmazonS3","Asia Pacific (Sydney)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering",,,,,,,,,,"APS2-TimedStorage-INT-DAA-ByteHrs","INTDAAObjectOverhead","N/A",,,"ap-southeast-2","Amazon Simple Storage Service",
"GW3ADEXQ2WK4YS98","JRTCKXETXF","GW3ADEXQ2WK4YS98.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0028 per 1 million objects listed in S3 Inventory","2023-07-01","0","Inf","Objects","0.0000000028","USD","Fee","AmazonS3","US West (N. California)","AWS Region",,,,"S3-Inventory-ObjectsListed","Per object fee for objects listed in an Inventory",,,,,,,,"USW1-Inventory-ObjectsListed","",,,,"us-west-1","Amazon Simple Storage Service",
"GWBNQXYYXAAHB543","JRTCKXETXF","GWBNQXYYXAAHB543.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to One Zone-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000100000","USD",,"AmazonS3","US West (Oregon)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into One Zone-Infrequent Access",,,,,,"USW2-Requests-Tier4","S3-ZIATransition",,,,"us-west-2","Amazon Simple Storage Service",
"GWD4U3EB992V64EJ","JRTCKXETXF","GWD4U3EB992V64EJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03426  per 1,000 PutObject requests to Glacier","2023-07-01","0","Inf","Requests","0.0000342600","USD",,"AmazonS3","Asia Pacific (Tokyo)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","PUT requests to Glacier",,,,,,"APN1-Requests-GLACIER-Tier1","PutObject",,,,"ap-northeast-1","Amazon Simple Storage Service",
"GWFGHNVPTM94VMDN","JRTCKXETXF","GWFGHNVPTM94VMDN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - US West (N. California) InterRegion Outbound Base Data Transfer for MRAP to Australia (Sydney)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US West (N. California)","AWS Region","Asia Pacific (Sydney)","AWS Region","USW1-APS2-MRAP-Out-Bytes","MRAP-Dtransfer",,"us-west-1",,,"Amazon Simple Storage Service","ap-southeast-2"
"GWGCRC6P4PQZB3S8","JRTCKXETXF","GWGCRC6P4PQZB3S8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Inbound Base Data Transfer for MRAP to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","EU (Frankfurt)","AWS Region","EUC1-APS3-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","eu-central-1"
"GWKQU5WQVDAJJHWJ","JRTCKXETXF","GWKQU5WQVDAJJHWJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to Asia Pacific (Melbourne)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Melbourne)","AWS Region","APS6-APN2-S3RTC-In-Bytes","",,"ap-northeast-2",,,"Amazon Simple Storage Service","ap-southeast-4"
"GWMD2HYFMFZ7GP77","JRTCKXETXF","GWMD2HYFMFZ7GP77.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.011 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0110000000","USD","Fee","AmazonS3","Asia Pacific (Jakarta)","AWS Region",,,,"S3-Storage-ZIA-SmObject","Fee for storing small objects (<128KB) in ZIA Storage",,,,,,,,"APS4-TimedStorage-ZIA-SmObjects","",,,,"ap-southeast-3","Amazon Simple Storage Service",
"GWSP5WDYRN9XNXXX","JRTCKXETXF","GWSP5WDYRN9XNXXX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Europe (Spain) Data Transfer for Replication Time Control to Europe (Spain)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Europe (Spain)","AWS Region","Europe (Spain)","AWS Region","EUS2-EUS2-S3RTC-Out-Bytes","",,"eu-south-2",,,"Amazon Simple Storage Service","eu-south-2"
"GWU4HUHFNSRYMYNK","JRTCKXETXF","GWU4HUHFNSRYMYNK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000010000","USD","API Request","AmazonS3","US East (N. Virginia)","AWS Region",,,,,,"S3-API-SIA-Tier2","GET and all other requests  to Standard-Infrequent Access",,,,,,"Requests-SIA-Tier2","",,,,"us-east-1","Amazon Simple Storage Service",
"GX7WDTAN4VSYPH8C","JRTCKXETXF","GX7WDTAN4VSYPH8C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for S3-DT-InterRegion Inbound","2023-07-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Amazon CloudFront","AWS Edge Location","EUC1-CloudFront-In-Bytes","",,"eu-central-1",,,"Amazon Simple Storage Service",""
"GXJTWEM87S3UHZQB","JRTCKXETXF","GXJTWEM87S3UHZQB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) Data Transfer for Replication Time Control to Asia Pacific (Sydney)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS2-APS2-S3RTC-In-Bytes","",,"ap-southeast-2",,,"Amazon Simple Storage Service","ap-southeast-2"
"GXW5NRFH57BBM8QR","JRTCKXETXF","GXW5NRFH57BBM8QR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB  - Asia Pacific (Jakarta) Data Transfer for Replication Time Control to US East (N. Virginia)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Jakarta)","AWS Region","US East (N. Virginia)","AWS Region","APS4-USE1-S3RTC-Out-Bytes","",,"ap-southeast-3",,,"Amazon Simple Storage Service","us-east-1"
"GXYKZBVKU3W4UMQW","JRTCKXETXF","GXYKZBVKU3W4UMQW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - for bytes returned by S3 Select in Glacier Instant Retrieval","2023-07-01","0","Inf","GB","0.0300000000","USD",,"AmazonS3","AWS GovCloud (US-West)","AWS Region",,,,,,"S3-API-GIR-Select-Returned","Data Returned by S3 Select in Glacier Instant Retrieval",,,,,,"UGW1-Select-Returned-GIR-Bytes","",,,,"us-gov-west-1","Amazon Simple Storage Service",
"GY9VAFCTS2FAT92Z","JRTCKXETXF","GY9VAFCTS2FAT92Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Tokyo)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APN1-APS3-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","ap-northeast-1"
"GYARJ97235UZ4DRF","JRTCKXETXF","GYARJ97235UZ4DRF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Fee","AmazonS3","Asia Pacific (Tokyo)","AWS Region",,,,"S3-Storage-SIA-SmObject","Fee for storing small objects (<128KB) in SIA Storage",,,,,,,,"APN1-TimedStorage-SIA-SmObjects","",,,,"ap-northeast-1","Amazon Simple Storage Service",
"GYFJXJ9V7AKSNDSC","JRTCKXETXF","GYFJXJ9V7AKSNDSC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.042 per 1,000 CompleteMultipartUpload requests to Glacier","2023-07-01","0","Inf","Requests","0.0000420000","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CompleteMultipartUpload to Glacier",,,,,,"SAE1-Requests-GLACIER-Tier1","CompleteMultipartUpload",,,,"sa-east-1","Amazon Simple Storage Service",
"GYUZSS8M9GSVETW8","JRTCKXETXF","GYUZSS8M9GSVETW8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0036 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in EU (Stockholm)","2023-07-01","0","Inf","Gigabyte Month","0.0036000000","USD","Storage","AmazonS3","EU (Stockholm)","AWS Region","N/A","Intelligent-Tiering","IntelligentTieringArchiveAccess",,,,,,,,,,"EUN1-TimedStorage-INT-AA-ByteHrs","","N/A",,,"eu-north-1","Amazon Simple Storage Service",
"GYW3G8JZUU43UZN3","JRTCKXETXF","GYW3G8JZUU43UZN3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Canada (Central) InterRegion Inbound Base Data Transfer for MRAP to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Canada (Central)","AWS Region","EU (Stockholm)","AWS Region","EUN1-CAN1-MRAP-In-Bytes","MRAP-Dtransfer",,"ca-central-1",,,"Amazon Simple Storage Service","eu-north-1"
"GZ2GCFW36327AQCB","JRTCKXETXF","GZ2GCFW36327AQCB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) Data Transfer for Replication Time Control to South America (Sao Paulo)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","South America (Sao Paulo)","AWS Region","SAE1-USW2-S3RTC-In-Bytes","",,"us-west-2",,,"Amazon Simple Storage Service","sa-east-1"
"GZ43483FGHMEHUP9","JRTCKXETXF","GZ43483FGHMEHUP9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month prorated for objects deleted or overwritten before 30 days in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Fee","AmazonS3","Middle East (Bahrain)","AWS Region",,,,"S3:EarlyDelete-SIA","Pro-rated fee for objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"MES1-EarlyDelete-SIA","",,,,"me-south-1","Amazon Simple Storage Service",
"GZGCYXFRP5VTN9DN","JRTCKXETXF","GZGCYXFRP5VTN9DN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.004 per 10,000 GET and all other requests from Glacier","2023-07-01","0","Inf","Requests","0.0000004000","USD",,"AmazonS3","US East (Ohio)","AWS Region",,,,,,"S3-API-GDA-Tier2","GET and all other requests to GDA",,,,,,"USE2-Requests-GDA-Tier2","",,,,"us-east-2","Amazon Simple Storage Service",
"H23R6U5U3XJ5HC2Y","JRTCKXETXF","H23R6U5U3XJ5HC2Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0131 per GB-Mo for TimedStorage-INT-IA-ByteHrs in Milan","2023-07-01","0","Inf","GB-Mo","0.0131000000","USD","Storage","AmazonS3","EU (Milan)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Infrequent Access",,,,,,,,,,"EUS1-TimedStorage-INT-IA-ByteHrs","","N/A",,,"eu-south-1","Amazon Simple Storage Service",
